,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,dist_pickup_to_wall_street
436531,id0344981,1,2016-05-17 04:10:11,2016-05-17 06:30:06,1,-74.01404571533203,40.70929336547852,-73.98697662353516,40.67316055297852,N,8395,0.34346982871498194
436539,id2122341,2,2016-04-30 21:25:47,2016-04-30 21:39:28,1,-74.01376342773438,40.70819091796875,-74.00196075439453,40.73812103271485,N,821,0.2577200707747106
436618,id2235270,2,2016-05-19 15:48:51,2016-05-19 15:51:19,2,-74.0086669921875,40.7044677734375,-74.00395965576173,40.707332611083984,N,148,0.36852844772013355
436633,id2543435,2,2016-03-08 08:36:16,2016-03-08 08:44:12,1,-74.00894927978516,40.70695877075195,-73.99440002441406,40.71268844604492,N,476,0.1728087271349726
436660,id3634241,1,2016-06-10 23:22:30,2016-06-10 23:28:19,1,-74.0101318359375,40.70925903320313,-74.00311279296875,40.72319793701172,N,349,0.22980285716676666
436754,id3981408,1,2016-06-16 13:09:55,2016-06-16 13:40:57,2,-74.00885009765625,40.70417785644531,-73.9756851196289,40.75859451293945,N,1862,0.3891243765663332
436835,id3485281,1,2016-05-06 07:43:37,2016-05-06 08:11:46,1,-74.01445770263672,40.70803833007813,-74.17682647705078,40.694480895996094,N,1689,0.30749118241388373
436902,id1173671,2,2016-03-18 14:44:47,2016-03-18 15:14:51,1,-74.01457977294923,40.70466232299805,-73.99490356445312,40.7690315246582,N,1804,0.42353247382214615
436920,id2684038,1,2016-01-01 01:56:19,2016-01-01 02:03:34,1,-74.0113754272461,40.71033477783203,-74.00237274169923,40.72646713256836,N,435,0.34083163255890536
436970,id1245712,2,2016-06-04 22:50:16,2016-06-04 22:53:17,1,-74.00968170166014,40.70566940307617,-74.00627899169923,40.71155166625977,N,181,0.20975859755840387
436976,id0074147,2,2016-05-22 01:05:49,2016-05-22 01:07:40,5,-74.00938415527344,40.71062850952149,-74.01397705078125,40.70264053344727,N,111,0.39442276795579173
437020,id0972337,1,2016-06-11 13:24:32,2016-06-11 13:42:44,1,-74.00999450683594,40.70572280883789,-73.9771957397461,40.75762176513672,N,1092,0.19218663219539459
437036,id0219516,2,2016-01-03 12:06:50,2016-01-03 12:20:53,2,-74.01463317871094,40.70815658569336,-73.99105834960938,40.750244140625,N,843,0.32542596075980224
437065,id1966582,1,2016-05-21 04:05:11,2016-05-21 04:18:28,1,-74.00653839111328,40.70831680297852,-73.98517608642578,40.7469482421875,N,797,0.3894189768445894
437068,id3007476,2,2016-04-05 20:38:51,2016-04-05 21:00:41,1,-74.00988006591797,40.70517349243164,-73.96522521972656,40.68984603881836,N,1310,0.25231074994865754
437183,id1954450,2,2016-06-25 17:47:19,2016-06-25 18:00:25,2,-74.0086212158203,40.7042236328125,-74.00002288818358,40.72368621826172,N,786,0.39386704321380533
437225,id0745121,1,2016-06-21 19:33:47,2016-06-21 19:43:30,1,-74.0090103149414,40.71064758300781,-73.99576568603516,40.724964141845696,N,583,0.4080234810115699
437329,id1975770,1,2016-03-26 21:02:46,2016-03-26 21:20:58,1,-74.01160430908203,40.70419692993164,-73.95853424072266,40.74441146850585,N,1092,0.34871064954839814
437345,id2440627,2,2016-06-14 19:40:17,2016-06-14 19:52:29,1,-74.00858306884766,40.705963134765625,-73.98937225341797,40.6911735534668,N,732,0.24841397524337086
437546,id2870859,2,2016-04-22 21:11:22,2016-04-22 21:21:47,3,-74.01081848144531,40.7052116394043,-73.98526763916014,40.722820281982415,N,625,0.23162311319432338
437596,id3683621,1,2016-02-01 21:36:28,2016-02-01 21:43:48,1,-74.00944519042969,40.70634841918945,-73.99755096435547,40.720718383789055,N,440,0.1646530673069133
437618,id0137701,2,2016-02-29 22:53:42,2016-02-29 23:03:02,6,-74.01571655273438,40.708106994628906,-74.00394439697266,40.742488861083984,N,560,0.41237235273205763
437624,id2806386,2,2016-02-02 21:20:15,2016-02-02 21:32:56,2,-74.00801849365234,40.710540771484375,-73.9969711303711,40.74741744995117,N,761,0.43833489292380645
437723,id0633133,2,2016-03-21 07:34:01,2016-03-21 07:48:23,2,-74.00579071044923,40.7070198059082,-73.97821807861328,40.729148864746094,N,862,0.4364004916933738
437805,id1915598,1,2016-04-25 11:01:42,2016-04-25 11:21:38,2,-74.0154800415039,40.708343505859375,-73.99147033691406,40.750091552734375,N,1196,0.3998449538125864
437838,id1647181,2,2016-05-08 16:35:01,2016-05-08 16:41:03,6,-74.01448822021484,40.70466613769531,-74.00472259521484,40.71641159057617,N,362,0.41768216456159657
437885,id2342851,1,2016-03-22 22:36:05,2016-03-22 22:36:31,1,-74.01464080810547,40.70458984375,-74.01646423339844,40.7051887512207,N,26,0.43283560710068975
437980,id1937198,1,2016-05-06 11:59:45,2016-05-06 12:20:37,2,-74.01139068603516,40.70286178588867,-73.9749755859375,40.73518753051758,N,1252,0.4943367362895313
438083,id1676099,2,2016-06-11 17:12:39,2016-06-11 17:28:15,2,-74.0135726928711,40.70777130126953,-73.98882293701173,40.66135025024415,N,936,0.22770556117700222
438089,id2699891,2,2016-01-16 19:29:13,2016-01-16 19:55:19,3,-74.01387786865234,40.7085189819336,-73.98475646972656,40.77415084838867,N,1566,0.2824115947163063
438211,id2201110,2,2016-05-14 14:19:13,2016-05-14 14:30:10,5,-74.01213073730467,40.70683670043945,-73.9989242553711,40.715797424316406,N,657,0.1116848122424455
438255,id1390753,2,2016-04-26 06:07:05,2016-04-26 06:09:05,1,-74.01500701904298,40.70989990234375,-74.01004028320312,40.72140884399415,N,120,0.44900248443056423
438301,id1505070,2,2016-03-04 13:11:34,2016-03-04 13:23:53,1,-74.0099105834961,40.70555114746094,-74.01036834716798,40.71841049194336,N,739,0.21250955554302067
438323,id2183159,1,2016-03-28 08:36:28,2016-03-28 08:44:27,1,-74.0101547241211,40.70564651489258,-74.01049041748048,40.71155166625977,N,479,0.19486828225478067
438369,id3912196,2,2016-02-18 21:13:16,2016-02-18 21:42:52,1,-74.00853729248048,40.70584106445313,-73.85449981689453,40.71313095092773,N,1776,0.2597428428300724
438494,id1259721,2,2016-03-01 01:11:29,2016-03-01 01:27:12,2,-74.01341247558595,40.709381103515625,-73.97550201416014,40.68113327026367,N,943,0.31202780334228
438524,id3907911,1,2016-01-01 00:25:34,2016-01-01 00:37:24,1,-74.00898742675781,40.706764221191406,-73.9924087524414,40.681888580322266,N,710,0.17564855286641648
438599,id3445238,2,2016-06-13 18:55:34,2016-06-13 19:06:10,1,-74.00711059570312,40.70595169067383,-73.97615814208984,40.75249862670898,N,636,0.35659807645534425
438751,id3472755,1,2016-02-18 23:23:56,2016-02-18 23:35:40,1,-74.01119232177734,40.70299530029297,-73.99368286132812,40.72145080566406,Y,704,0.4785106455633799
438768,id2404003,1,2016-04-04 11:58:55,2016-04-04 12:04:35,2,-74.01535034179686,40.709861755371094,-74.01060485839844,40.717750549316406,N,340,0.46885899468854864
438795,id3860258,2,2016-05-11 00:02:13,2016-05-11 00:22:35,1,-74.01191711425781,40.70771026611328,-73.94637298583984,40.70777893066406,N,1222,0.09406713112322979
438882,id1290383,1,2016-02-10 23:10:23,2016-02-10 23:29:44,1,-74.0077133178711,40.70544815063477,-73.93541717529298,40.69709777832031,N,1161,0.3415202026383744
438917,id0106933,1,2016-03-14 18:14:35,2016-03-14 18:33:45,1,-74.01265716552734,40.70724105834961,-73.99412536621094,40.75580596923828,N,1150,0.14416062502575833
438956,id2744336,2,2016-01-27 06:03:35,2016-01-27 06:06:29,1,-74.00953674316406,40.70486831665039,-74.01329040527344,40.70487976074219,N,174,0.2947764498443414
438975,id0227586,1,2016-03-18 19:54:57,2016-03-18 20:13:29,1,-74.00772094726562,40.705322265625,-73.99259185791014,40.726707458496094,N,1112,0.34961050169910346
439001,id0603590,2,2016-01-18 11:31:05,2016-01-18 11:41:14,1,-74.00897216796875,40.70716094970703,-74.0002670288086,40.723819732666016,N,609,0.16751480112165038
439071,id2685846,2,2016-04-10 05:15:47,2016-04-10 05:28:34,1,-74.00662994384766,40.705413818359375,-74.00373077392578,40.720985412597656,N,767,0.42013667237247837
439125,id1201863,2,2016-04-05 19:30:14,2016-04-05 19:41:07,5,-74.0077896118164,40.705238342285156,-73.96417999267578,40.75661087036133,N,653,0.35111731761415355
439142,id3778061,2,2016-06-25 14:07:50,2016-06-25 14:38:26,1,-74.01104736328125,40.71031951904297,-73.98554229736328,40.7587890625,N,1836,0.3373373335988005
439184,id3317586,1,2016-03-08 22:24:48,2016-03-08 22:32:12,1,-74.01079559326173,40.71103286743164,-73.98706817626955,40.715156555175774,N,444,0.4168488168320931
439217,id2465793,2,2016-05-08 00:10:51,2016-05-08 00:19:31,2,-74.0057144165039,40.70616912841797,-73.9725112915039,40.74538803100585,N,520,0.459084440927434
439275,id3042111,2,2016-03-21 17:10:12,2016-03-21 17:22:51,1,-74.00553131103516,40.70646286010742,-73.9772186279297,40.75221633911133,N,759,0.46643211250907674
439518,id2056322,1,2016-02-05 13:37:40,2016-02-05 13:46:32,1,-74.00984954833984,40.705814361572266,-74.00823974609375,40.71477127075195,N,532,0.18869519003542354
439522,id0531348,2,2016-04-14 19:33:42,2016-04-14 19:48:57,1,-74.0102310180664,40.7032585144043,-74.00312805175781,40.73429870605469,N,915,0.4528560569906999
439574,id1461900,2,2016-03-26 15:26:04,2016-03-26 15:42:11,5,-74.00723266601562,40.706787109375,-73.98279571533203,40.75687789916992,N,967,0.3186409718002117
439637,id2574058,1,2016-02-21 02:34:24,2016-02-21 02:49:19,1,-74.01151275634766,40.709808349609375,-73.97820281982422,40.72942733764648,N,895,0.28432888757033187
439649,id3974036,1,2016-05-11 18:24:23,2016-05-11 18:47:39,1,-74.00719451904298,40.7073631286621,-73.98143768310547,40.730934143066406,N,1396,0.31700716467337636
439668,id3015137,1,2016-05-02 13:56:33,2016-05-02 13:58:27,1,-74.0102310180664,40.70579147338867,-74.0082778930664,40.70793533325195,N,114,0.17750247863086244
439756,id0877106,2,2016-06-19 15:52:07,2016-06-19 15:57:33,1,-74.01051330566406,40.710853576660156,-74.00658416748048,40.70589065551758,N,326,0.39839483428618055
439758,id0478402,2,2016-01-09 14:28:54,2016-01-09 14:34:45,2,-74.00707244873048,40.70552062988281,-74.00677490234375,40.716392517089844,N,351,0.3819145581617504
439776,id3966280,2,2016-05-30 08:18:04,2016-05-30 08:37:26,3,-74.0072021484375,40.70743179321289,-73.87513732910156,40.77038955688477,N,1162,0.3166522986704258
439828,id0627398,1,2016-05-14 18:16:21,2016-05-14 18:31:51,1,-74.00738525390625,40.70543670654297,-73.98338317871094,40.72824096679688,N,930,0.36475867638684
439844,id0666138,2,2016-02-14 22:18:42,2016-02-14 22:39:51,1,-74.0128402709961,40.70623016357422,-73.98326110839844,40.75690841674805,N,1269,0.1983992029177007
439881,id0339767,1,2016-01-19 20:41:32,2016-01-19 20:56:32,1,-74.01504516601562,40.7048454284668,-73.99485015869139,40.74129104614258,N,900,0.43985397758670053
439939,id0015317,1,2016-06-06 08:12:25,2016-06-06 08:16:42,3,-74.0106430053711,40.7052001953125,-74.00254821777344,40.70875930786133,N,257,0.2340689951837896
439966,id3468813,1,2016-03-26 14:41:08,2016-03-26 14:57:55,1,-74.00783538818358,40.707801818847656,-73.99998474121094,40.72844314575195,N,1007,0.26892712392071183
440052,id3771361,1,2016-05-16 08:01:10,2016-05-16 08:22:13,1,-74.00997161865234,40.705322265625,-73.97085571289062,40.7567253112793,N,1263,0.23408531147245235
440086,id2829230,1,2016-06-27 06:30:13,2016-06-27 07:10:34,1,-74.01346588134766,40.70911407470703,-73.78968048095702,40.64704513549805,N,2421,0.29376825020724834
440089,id3729614,2,2016-04-02 15:17:22,2016-04-02 16:01:00,1,-74.010986328125,40.71075820922852,-73.97315979003906,40.75547409057617,N,2618,0.38608316215825506
440164,id0513058,2,2016-02-06 09:13:29,2016-02-06 09:26:06,4,-74.01171112060547,40.70415878295898,-73.97290802001955,40.691761016845696,N,757,0.3544261718530747
440187,id0931232,2,2016-04-04 13:27:17,2016-04-04 13:41:30,1,-74.0103988647461,40.70962905883789,-73.9974365234375,40.71940994262695,N,853,0.26449789984307936
440200,id3426924,1,2016-03-27 20:53:55,2016-03-27 21:09:58,2,-74.00995635986328,40.70793533325195,-73.97542572021484,40.7413330078125,N,963,0.11041204859052879
440283,id1718875,2,2016-06-24 17:18:44,2016-06-24 17:49:26,1,-74.00505065917969,40.70688247680664,-74.00431823730467,40.74733352661133,N,1842,0.49987465569667094
440500,id0184079,2,2016-05-23 23:19:53,2016-05-23 23:49:41,2,-74.00959014892578,40.703468322753906,-73.90792846679686,40.75688171386719,N,1788,0.44062315576178174
440536,id2376368,1,2016-04-10 12:35:07,2016-04-10 12:50:28,1,-74.0103530883789,40.70545959472656,-73.99935150146483,40.71886444091797,N,921,0.20988915131901406
440628,id0467134,1,2016-06-09 02:38:30,2016-06-09 02:41:30,1,-74.0110626220703,40.70338439941406,-74.01622772216798,40.704933166503906,N,180,0.4348639930382435
440633,id2384187,2,2016-01-30 14:08:49,2016-01-30 14:18:32,1,-74.00621795654298,40.70646667480469,-73.97480010986328,40.72529220581055,N,583,0.4096944048874743
440670,id0257174,2,2016-03-06 14:30:20,2016-03-06 14:56:41,5,-74.00878143310547,40.70537185668945,-73.95281982421875,40.78316879272461,N,1581,0.28120977120317914
440695,id3467456,1,2016-02-13 15:32:04,2016-02-13 15:35:30,3,-74.01141357421875,40.70969772338867,-74.00865173339844,40.70479583740234,N,206,0.27086034351892246
440926,id2881730,2,2016-05-02 14:42:57,2016-05-02 15:02:24,1,-74.00975799560547,40.70956039428711,-74.00804138183594,40.70967864990234,N,1167,0.2720139040748027
440946,id3264898,1,2016-04-28 21:18:19,2016-04-28 21:22:07,1,-74.01119995117188,40.7031478881836,-74.00585174560547,40.710838317871094,N,228,0.461570063415826
440981,id0546144,1,2016-03-22 21:05:03,2016-03-22 21:16:44,1,-74.00995635986328,40.704776763916016,-73.9749526977539,40.75111770629883,N,701,0.2920612140159287
440993,id3249813,2,2016-04-09 12:26:26,2016-04-09 12:37:12,1,-74.01014709472656,40.70512771606445,-74.00059509277344,40.72715377807617,N,646,0.25005326082304385
441007,id2265224,1,2016-01-29 06:03:01,2016-01-29 06:06:30,1,-74.00713348388672,40.70582962036133,-74.01277160644531,40.70664596557617,N,209,0.36076029245389196
441009,id3249677,1,2016-02-28 11:01:51,2016-02-28 11:17:17,4,-74.01531219482422,40.70912170410156,-73.99481201171875,40.75035095214844,N,926,0.4207955978811196
441029,id1558747,1,2016-05-07 00:52:56,2016-05-07 01:12:27,1,-74.00849914550781,40.70587158203125,-73.99198913574219,40.759376525878906,N,1171,0.26019826890419456
441052,id0458257,2,2016-04-12 20:26:49,2016-04-12 20:46:59,1,-74.00727844238281,40.70877075195313,-73.95159912109375,40.78112411499024,N,1210,0.3509370947827301
441064,id3092889,2,2016-01-27 15:39:38,2016-01-27 16:20:15,1,-74.00582885742188,40.70600128173828,-73.94339752197266,40.800140380859375,N,2437,0.45533595498380647
441140,id0031549,1,2016-05-24 19:48:07,2016-05-24 20:03:29,1,-74.00968170166014,40.705902099609375,-73.99318695068358,40.73686981201172,N,922,0.18794614286241246
441284,id2862933,1,2016-02-29 07:10:42,2016-02-29 07:14:12,1,-74.0154571533203,40.70969772338867,-74.01026916503906,40.72125625610352,N,210,0.46527661340353654
441494,id1782552,2,2016-04-29 19:31:39,2016-04-29 19:43:36,1,-74.0069808959961,40.709636688232415,-73.99433898925781,40.718017578125,N,717,0.42475040329554475
441496,id2680838,2,2016-04-11 10:10:26,2016-04-11 10:36:02,6,-74.01174926757811,40.70843124389648,-73.99159240722656,40.74467849731445,N,1536,0.14383310984346168
441516,id3976410,2,2016-06-01 21:38:33,2016-06-01 21:54:11,1,-74.00953674316406,40.70634078979492,-74.00534057617188,40.73820114135742,N,938,0.15933306212035223
441518,id0374638,2,2016-02-10 16:06:25,2016-02-10 16:29:29,6,-74.01287078857422,40.70876693725585,-73.98786926269531,40.748294830322266,N,1384,0.23086954079924119
441642,id1365243,2,2016-01-29 23:53:00,2016-01-29 23:59:41,1,-74.01193237304686,40.70954132080078,-74.01241302490234,40.704349517822266,N,401,0.26396447698206693
441687,id0459452,2,2016-03-26 01:45:46,2016-03-26 02:04:47,2,-74.01161193847656,40.7040901184082,-73.95857238769531,40.71908950805664,N,1141,0.3605547084883275
441934,id2549822,1,2016-03-13 22:41:43,2016-03-13 22:54:50,1,-74.00733947753906,40.705509185791016,-73.98991394042969,40.74679946899415,N,787,0.36348838793888666
442026,id0645504,2,2016-06-27 20:41:11,2016-06-27 20:52:43,6,-74.00950622558595,40.7093505859375,-74.00517272949219,40.73717880249024,N,692,0.25972475159075625
442035,id2821755,2,2016-01-05 13:15:18,2016-01-05 13:26:45,1,-74.01171875,40.7098388671875,-73.9854736328125,40.72378158569336,N,687,0.29105347069428195
442075,id3083627,1,2016-04-02 08:45:09,2016-04-02 08:58:46,4,-74.00667572021484,40.705650329589844,-73.98562622070312,40.7326774597168,N,817,0.40423864106387375
442177,id3003403,2,2016-06-15 22:17:18,2016-06-15 22:34:41,5,-74.01007843017578,40.70984649658203,-73.94622039794923,40.78300857543945,N,1043,0.2939314366983938
442248,id2225579,2,2016-06-25 14:20:42,2016-06-25 14:29:09,1,-74.00517272949219,40.70724487304688,-73.9806900024414,40.716209411621094,N,507,0.48753569575109673
442422,id3052326,2,2016-04-09 00:02:26,2016-04-09 00:14:00,5,-74.01480102539062,40.70969009399415,-73.99488067626955,40.72505187988281,N,694,0.42068896664300764
442439,id3016689,1,2016-03-25 11:44:05,2016-03-25 11:55:11,1,-74.0095977783203,40.70613479614258,-73.98472595214844,40.72262191772461,N,666,0.17192092046893953
442682,id1577366,1,2016-04-26 20:15:41,2016-04-26 20:32:34,1,-74.00731658935547,40.70506286621094,-73.95079040527342,40.72580337524415,N,1013,0.39429850108777176
442754,id1199368,1,2016-01-06 18:17:21,2016-01-06 18:39:17,1,-74.00960540771484,40.709957122802734,-73.9890365600586,40.77508163452149,N,1316,0.3178373931243187
442801,id0368323,1,2016-01-07 18:12:41,2016-01-07 18:37:42,1,-74.01112365722656,40.70413589477539,-73.99313354492188,40.739082336425774,N,1501,0.35141152799685266
442828,id1293841,1,2016-02-02 17:17:21,2016-02-02 17:45:15,1,-74.00685119628906,40.70482635498047,-73.98863983154298,40.7574348449707,N,1674,0.4414112175781031
442839,id2696579,2,2016-05-22 21:12:18,2016-05-22 21:32:02,2,-74.00889587402342,40.706451416015625,-73.9490737915039,40.70753860473633,N,1184,0.1968745043217549
443090,id2861799,1,2016-06-08 13:04:38,2016-06-08 14:09:33,4,-74.013427734375,40.70714950561523,-73.98856353759766,40.75896835327149,N,3895,0.2096656569463101
443116,id0238956,2,2016-04-05 10:48:18,2016-04-05 11:09:28,1,-74.00894927978516,40.71084976196289,-73.99880981445312,40.72439956665039,N,1270,0.4307267770363144
443234,id3249660,2,2016-03-02 11:34:22,2016-03-02 11:43:35,1,-74.00869750976562,40.70413589477539,-74.01513671875,40.71439743041992,N,553,0.39925589623675695
443373,id2937407,2,2016-05-30 20:45:37,2016-05-30 21:09:03,2,-74.00836181640625,40.7077522277832,-73.96046447753906,40.68883895874024,N,1406,0.2243799867207759
443499,id2042869,1,2016-02-15 13:04:52,2016-02-15 13:13:21,1,-74.01012420654298,40.71125411987305,-74.0102310180664,40.704288482666016,N,509,0.44674218236455515
443591,id1660566,2,2016-06-09 09:15:19,2016-06-09 09:42:13,1,-74.00928497314453,40.70875549316406,-73.9916458129883,40.74456787109375,N,1614,0.21529783505753666
443648,id1650989,1,2016-02-27 11:39:28,2016-02-27 11:54:19,2,-74.010498046875,40.70756530761719,-73.99162292480467,40.71558380126953,N,891,0.048925236979299916
443690,id3508807,2,2016-01-12 19:04:38,2016-01-12 19:14:14,1,-74.0077133178711,40.71020126342773,-74.00144958496094,40.73084259033203,N,576,0.42381277472144224
443691,id3604698,1,2016-04-23 15:35:38,2016-04-23 15:51:12,1,-74.01448822021484,40.70970153808594,-73.99766540527344,40.72929382324219,N,934,0.40150147827915816
443768,id1285556,1,2016-03-14 10:05:46,2016-03-14 10:38:27,3,-74.01438140869139,40.70958709716797,-73.99498748779298,40.75939178466797,N,1961,0.3862972877117698
443965,id1352783,2,2016-03-29 11:29:28,2016-03-29 11:32:27,1,-74.00984191894531,40.71166229248047,-74.00555419921875,40.7151756286621,N,179,0.49561075074077593
444034,id1237090,2,2016-04-21 20:48:31,2016-04-21 21:11:28,1,-74.01127624511719,40.702949523925774,-73.98442840576173,40.76158905029297,N,1377,0.48395291906686366
444069,id3015340,1,2016-05-21 19:10:14,2016-05-21 19:44:27,1,-74.00688934326173,40.70822525024415,-73.98155975341797,40.77988815307617,N,2053,0.3581192593941966
444158,id1399255,2,2016-02-08 07:15:04,2016-02-08 07:39:43,1,-74.01195526123048,40.70697021484375,-73.98062133789062,40.764915466308594,N,1479,0.09199465978921807
444188,id1386858,1,2016-04-15 06:18:34,2016-04-15 06:37:27,1,-74.00819396972656,40.70589447021485,-73.97945404052734,40.763580322265625,N,1133,0.27967861851392645
444252,id3914205,2,2016-05-18 19:35:15,2016-05-18 19:53:57,1,-74.01044464111328,40.70980072021485,-73.97833251953125,40.734375,N,1122,0.2827206021397107
444445,id0337070,2,2016-01-25 13:05:05,2016-01-25 13:49:34,1,-74.00906372070312,40.703926086425774,-73.78937530517578,40.64197540283203,N,2669,0.40688831880122744
444728,id1770386,1,2016-04-18 09:00:35,2016-04-18 09:19:33,1,-74.01578521728516,40.70491027832031,-74.00691223144531,40.751380920410156,N,1138,0.4864734921907699
444980,id2398756,1,2016-01-13 14:46:09,2016-01-13 15:06:04,1,-74.01406860351562,40.70463562011719,-73.98527526855469,40.76524353027344,N,1195,0.39568089776430587
445012,id2317260,1,2016-03-25 23:18:35,2016-03-25 23:22:50,2,-74.00621032714845,40.70608139038085,-74.00856018066406,40.71083450317383,N,255,0.42197863427641985
445164,id0977928,2,2016-03-15 18:48:24,2016-03-15 18:56:08,1,-74.00993347167969,40.703369140625,-74.0142822265625,40.70835876464844,N,464,0.44480852988062153
445355,id0079923,2,2016-06-17 17:21:11,2016-06-17 17:47:08,5,-74.00775146484375,40.70523071289063,-73.98294067382812,40.66500854492188,N,1557,0.35411773070017794
445356,id2719730,2,2016-04-23 21:17:51,2016-04-23 21:27:20,1,-74.01544952392578,40.70872116088867,-74.00250244140625,40.73406982421875,N,569,0.4117530170864808
445368,id2082531,1,2016-05-12 10:40:05,2016-05-12 11:31:49,2,-74.01676177978516,40.70761489868164,-73.87303161621094,40.77456665039063,N,3104,0.49175226527999677
445369,id3601877,2,2016-03-03 08:08:59,2016-03-03 08:43:27,1,-74.01441192626955,40.704750061035156,-74.16851043701173,40.55413055419922,N,2068,0.4065528039104901
445371,id3752161,2,2016-06-11 00:01:47,2016-06-11 00:19:49,1,-74.00827026367188,40.7053108215332,-73.99116516113281,40.729957580566406,N,1082,0.31571236240286316
445429,id1057255,2,2016-06-06 09:37:34,2016-06-06 10:05:05,4,-74.00729370117188,40.704437255859375,-73.9951629638672,40.75000381469727,N,1651,0.44276493760363755
445460,id0135540,1,2016-06-07 11:24:35,2016-06-07 11:45:30,1,-74.00965881347656,40.70605850219727,-73.9969024658203,40.737468719482415,N,1255,0.17511230653826962
445495,id3532042,1,2016-03-17 11:06:46,2016-03-17 11:24:50,1,-74.0129623413086,40.70474624633789,-73.96961212158203,40.75719833374024,N,1084,0.3301784878471345
445543,id0477083,2,2016-05-20 20:36:32,2016-05-20 20:56:53,1,-74.01017761230467,40.703426361083984,-73.99124145507811,40.76626205444336,N,1221,0.43499992224994666
445864,id2872844,2,2016-03-02 00:11:56,2016-03-02 00:34:34,1,-74.0111312866211,40.70317840576172,-73.9848403930664,40.759441375732415,N,1358,0.4579463428466937
445880,id0746995,1,2016-01-30 12:55:53,2016-01-30 13:18:40,2,-74.01490783691406,40.709388732910156,-73.98495483398438,40.76822280883789,N,1367,0.40757655332911225
445909,id1590092,1,2016-04-15 20:32:52,2016-04-15 20:46:58,1,-74.01016235351562,40.70580673217773,-73.9687271118164,40.75578689575195,N,846,0.17798875710532272
445961,id0368879,2,2016-06-03 08:33:03,2016-06-03 08:35:21,4,-74.00881958007811,40.70820999145508,-74.00482177734375,40.707481384277344,N,138,0.20689620821508392
445990,id3240095,2,2016-05-21 13:42:55,2016-05-21 14:00:12,2,-74.0111083984375,40.70838928222656,-73.9832763671875,40.69626998901367,N,1037,0.12309673079842387
446072,id0875213,2,2016-02-19 18:30:20,2016-02-19 18:47:17,3,-74.00503540039062,40.70718383789063,-73.97716522216798,40.73253631591797,N,1017,0.49923832744174546
446119,id0520648,1,2016-06-03 08:10:49,2016-06-03 08:26:52,1,-74.00695037841797,40.70803451538085,-74.00506591796875,40.74633026123047,N,963,0.347529251690607
446352,id1353181,1,2016-03-04 09:05:06,2016-03-04 09:14:14,1,-74.01241302490234,40.70684051513672,-74.0150833129883,40.71561813354492,N,548,0.13321045512972143
446375,id2713581,2,2016-01-14 09:45:30,2016-01-14 09:50:15,1,-74.01295471191406,40.70600509643555,-74.00973510742188,40.70333862304688,N,285,0.22153033071698863
446411,id3651255,2,2016-06-25 11:54:31,2016-06-25 12:02:59,2,-74.00936889648438,40.70647811889648,-73.99864196777344,40.71203994750977,N,508,0.16114890712456809
446547,id1937886,1,2016-03-21 22:44:07,2016-03-21 22:54:49,1,-74.01286315917969,40.70886993408203,-73.98153686523438,40.72880554199219,N,642,0.23873387491312362
446585,id0140805,2,2016-02-28 21:11:43,2016-02-28 21:46:37,1,-74.01309204101562,40.70584106445313,-74.1588134765625,40.58023071289063,N,2094,0.24225536284682533
446630,id1464674,2,2016-05-29 21:40:23,2016-05-29 21:50:19,1,-74.0164337158203,40.70608901977539,-73.99832153320312,40.71695327758789,N,596,0.48166743931583567
446664,id0841517,1,2016-05-06 17:39:11,2016-05-06 18:14:15,1,-74.00537109375,40.70708465576172,-73.94569396972656,40.68025588989258,N,2104,0.471326207354475
446704,id2699451,1,2016-03-18 01:24:37,2016-03-18 01:48:21,1,-74.0090560913086,40.706218719482415,-73.95524597167969,40.742183685302734,N,1424,0.19940532372503622
446836,id0504070,2,2016-05-21 12:57:21,2016-05-21 13:11:32,1,-74.0115737915039,40.71015930175781,-73.98542022705078,40.72732925415039,N,851,0.32371053158244123
446867,id0214067,1,2016-05-21 16:52:58,2016-05-21 17:01:45,1,-74.00949096679686,40.70979690551758,-74.00324249267578,40.72304153442383,N,527,0.30501320262808834
446878,id0188441,1,2016-03-10 22:09:48,2016-03-10 22:30:30,1,-74.0066909790039,40.707908630371094,-73.89667510986328,40.74345397949219,N,1242,0.36593005253405686
446894,id2387371,2,2016-02-07 11:45:14,2016-02-07 11:52:14,1,-74.0078582763672,40.70713806152344,-74.01131439208984,40.72154235839844,N,420,0.2614402097993781
446953,id1423695,1,2016-01-13 19:28:37,2016-01-13 19:45:41,1,-74.0101547241211,40.70940017700195,-73.99771118164062,40.7463493347168,N,1024,0.24429667023978643
446958,id0712982,2,2016-06-02 16:03:27,2016-06-02 16:21:45,1,-74.0141067504883,40.70458984375,-74.0082473754883,40.73109817504883,N,1098,0.4016284003750159
447007,id2313348,1,2016-02-25 00:07:57,2016-02-25 00:21:38,1,-74.01444244384766,40.708290100097656,-73.98651885986328,40.72243118286133,N,821,0.31503124760160306
447108,id1894146,1,2016-06-09 17:37:29,2016-06-09 18:17:00,1,-74.01495361328125,40.70934677124024,-73.98046875,40.74926376342773,Y,2371,0.4081090673215222
447248,id0438777,2,2016-05-16 21:18:27,2016-05-16 21:32:08,1,-74.01007080078125,40.70328140258789,-73.98223876953125,40.73214721679688,N,821,0.45235129099378985
